대분류,중분류,소분류,질문명,대표질문,유사표현,답변,답변 출처 (URL),비고
교육/취업,보령시 정보화교육,교육과정,신청방법,정보화교육 신청방법 알려주세요,"정보화교육 신청하고 싶어요
정보화교육 신청 유의사항 알려줘
정보화교육 신청절차 알려줘
정보화교육 인터넷으로 신청하고 싶어요
","[유의사항]
-보령시 정보화교육은 전화·방문신청과 인터넷 접수로 선착순 접수합니다.
-홈페이지에서 교육 이수증을 출력하기 위해서는 실명인증 또는 공공 i-Pin 인증이 필요합니다.
※ 전화·방문신청 수강생은 홈페이지에서 이수증을 출력하실 수 없습니다.
-신청취소는 교육시작 전까지 가능하며, 교육이 시작되면 취소하실 수 없습니다.

[전화/방문접수]
<IMAGE>
전화/방문접수 방법
https://chatbot1.blob.core.windows.net/%24web/289_1.png

[인터넷 접수]
<IMAGE>
인터넷 접수 방법
https://www.brcn.go.kr/images/specific/study/sub3/requ_img01_modify.gif
<LINK>
교육신청 바로가기
https://www.brcn.go.kr/study/edu/city/sub03_03_01/list.do
인터넷 접수를 바로 할 수 있습니다.

[인터넷 접수 진행상태 안내]
<IMAGE>
인터넷 접수 진행상테
https://www.brcn.go.kr/images/specific/study/sub3/requ_img02.gif

<IMAGE>
인터넷 접수 단계 안내
https://chatbot1.blob.core.windows.net/%24web/289_2.png",,
교육/취업,보령시 정보화교육,교육과정,교육일정_시청정보화교육,시청 정보화 교육 일정 알려주세요,"시청정보화교육 일정 알려줘
시청정보화교육 장소는 어디야?
시청정보화교육 시간은 언제야
","[시청 정보화 교육]
보령시에서는 지역주민에게 정보화교육을 수강할 수 있는 기회를 제공하여
정보화마인드 확산을 위해 무료정보화 교육을 연중 실시하고 있으니 시민 여러분의 많은 참여바랍니다.

[접수방법]
각 과정별 교육개시 전 선착순 전화 접수, 인터넷접수

[교육장소]
시 정보화교육장(문화예술회관 1층)

[교육강사]
컴퓨터 전문강사

[교육시간]
10시~12시, 13시~15시, 16시~18시

[교육비용 및 교재]
무료

[수강 내용]
3년간 보관

[문의전화]
보령시청 홍보미디어실 041-930-3181

2021년 정보화교육 일정은 아래 URL에서 확인할 수 있습니다.
<LINK>
정보화교육 일정
https://www.brcn.go.kr/study/sub03_02_01.do
정보화 교육 일정을 확인할 수 있습니다.",,
교육/취업,보령시 정보화교육,교육과정,교육일정_종합사회복지관,종합사회복지관 교육일정 알려주세요,"종합사회복지관 교육장소 알려줘
종합사회복지관 교육시간 알려줘
종합사회복지관 문의전화 알려주세요
","[종합사회복지관 교육]
보령시 종합사회복지관에서는 지역주민의문화교육 및 여가생활을 위해
우수한 강사진과 다양한 프로그램을 진행하고 있으니 시민 여러분의 많은 참여바랍니다.

접수방법 : 방문접수
교육장소 : 복지관 강의실
교육비용 : 월 1만원
(무료 대상자: 만65세 이상 어르신, 만18세 이하 청소년, 다자녀 가정의 부모 및 자녀)
수강 내용은 3년간 보관됩니다.
문의전화 : 종합복지관팀(041-930-3393)

종합사회복지관 교육 일정은 아래 URL에서 확인할 수 있습니다.
<LINK>
종합사회복지관 교육
https://www.brcn.go.kr/study/sub03_02_02.do
종합사회복지관 교육 일정을 확인할 수 있습니다.",,
교육/취업,보령시 정보화교육,교육과정,교육일정_농업기술센터,농업기술센터 교육일정 알려주세요,"농업기술센터 교육장소 알려줘
농업기술센터 교육시간 알려줘
농업기술센터 문의전화 알려줘","[농업기술센터 교육]
보령시 농업기술센터에서는 농업인의 컴퓨터 운용능력 향상으로 첨단농업 시대에 대비한 도농간 정보격차 해소를 위한 컴퓨터 교육을 실시하고 있으니 많은 참여바랍니다.

교육기간 : 2021. 2. 16. ~ 2021. 3. 19. / 3과정 (기간 중 20회)
교육장소 : 농업기술센터 정보화교육장(2층)
교육인원 : 45명(과정별15명)
신청방법 : 방문, 전화, 팩스 / 선착순
문의전화 : 귀농지원팀 041-930-7682 / 팩스 041-934-7353
수강 내용은 3년간 보관됩니다.",,
교육/취업,보령시 정보화교육,교육신청,교육신청_시청정보화교육,시청정보화교육 교육신청 하고싶어요,시청정보화교육 신청은 어떻게 하나요? ,"[시청 정보화 교육]
코로나19 사회적거리두기 격상시 중도 폐강될 수도 있으며, 컴퓨터기초를 제외한 교육은 비대면(화상)교육으로 전환됩니다.
동일기간 1인 1과정만 가능(2과정 신청시 수강생 명단에서 제외)
결원시 예비신청자 순으로 연락하여 충원
교육시작전 전화 또는 문자 미연결시 다음 신청자에게 연락

2021년 정보화교육은 아래 URL에서 확인할 수 있습니다.
<LINK>
정보화교육
https://www.brcn.go.kr/study/edu/city/sub03_03_01/list.do
정보화 교육을 확인할 수 있습니다.",,
교육/취업,보령시 정보화교육,교육신청,교육신청_종합사회복지관,종합사회복지관 교육신청 하고싶어요,종합사회복지관 교육 신청은 어떻게 하나요? ,종합사회복지관의 교육과정은 방문접수 받습니다.,,
교육/취업,보령시 정보화교육,교육신청,교육신청_농업기술센터,농업기술센터 교육신청 하고싶어요,농업기술센터 교육신청은 어떻게하나요?,농업기술센터 교육과정은 방문접수 받습니다.,,
교육/취업,보령시 정보화교육,교육확인/취소,교육확인/취소,교육신청 확인/취소는 어디서 확인하나요?,교육신청 확인/취소 하고싶은데요,"[교육 확인/신청]
아래 URL에서 본인인증 후 확인 가능합니다.
<LINK>
교육 확인/ 신청
https://www.brcn.go.kr/study/sitemap_12.do
본인인증 후 확인할 수 있습니다.",,
교육/취업,평생학습센터,학습프로그램,만세보령아카데미_일반(운영안내),만세보령아카데미 운영안내 해주세요,"만세보령아카데미 언제 운영해요
만세보령아카데미 참가비 얼마에요
만세보령아카데미 장소는 어디에요","[21세기 정보화 시대 부응하는 만세보령 아카데미]
 만세보령 아카데미는 21세기 정보화 시대 부응, 보령시민 및 공직자에게 새로운 지식과 정보를 제공하여 창의, 실용, 변화에 적극 대응을 목표로 사회 각 분야 전문가를 초청하여 다양한 프로그램을 바탕으로 2006년 9월 18일부터 보령문화예술회관에서 개설 · 운영하여 오고 있습니다.

[국내외 저명인사들의 강의]
매스컴을 통해서만 접할 수 있었던 국내외 저명인사들의 강의를 직접 수강하기 위해서 많은 시민들이 참여하고 있으며, 전국 최고의 지방자치단체 건설을 위한 배움의 터전으로 활용하고 있습니다.

[매월 둘째주 목요일은 만세보령 아카데미와 즐겁게 학습하는 날]
매월 둘째 주 목요일로 지정 운영하여 시민 참여의 안정성 부여 및 전국 최고의 유명 강사진 초청으로 지식 · 정보 확산에 기여하였습니다.
이제 보령시 전시민이 『  만세보령 아카데미 』 를 쉽게 찾아올 수 있으며 누구나 참여하고 싶어하는 강좌로 발전하였으며, 횟수가 거듭됨에 따라 그 인지도가 상승되어 자진 참여는 물론 강의 주제의 다양성으로 관심이 날로 증가하고 있습니다.

[만세보령 아카데미 운영 안내]
일시 : 3월 ~ 11월, 둘째주 목요일 16:00
강사 : 정치, 경제, 사회, 학계 등 저명인사
장소 : 보령문화예술회관 대공연장
대상 : 시민, 기관 · 단체 임직원, 공무원 등
참가비 : 무료 (선착순 입장)",,
교육/취업,평생학습센터,학습프로그램,만세보령아카데미_회원신청안내,만세보령아카데미 회원신청 안내 해주세요,"만세보령아카데미 회원신청절차 알려줘
만세보령아카데미 회원신청 링크 알려주세요","[만세보령 아카데미 회원 신청]
보령시민을 위한 평생학습의 터전!! ""만세보령 아카데미""
이 시간의 주인공은 보령시민 여러분 모두입니다.
사회 각 분야 저명인사들과 함께 하는 특별한 시간!!
한 분도 빠짐없이 오셔서 다양한 지식과 정보, 웃음과 감동을 누리는 시간이 되시길 바랍니다.
보령시에서는 만세보령 아카데미 참석자를 회원으로 등록 관리코자 회원 신청서를 받고 있으니 정확히 작성해주시기 바랍니다.

[회원신청절차]
<IMAGE>
회원신청절차
https://www.brcn.go.kr/images/specific/life/sub2/life_img3.jpg

담당자 : 안성현 041-930-3314",,
교육/취업,평생학습센터,학습프로그램,만세보령아카데미_찾아오시는길,만세보령아카데미 찾아가는길 알려주세요,"만세보령아카데미 셔틀버스 시간표 알려줘
만세보령아카데미 주소 알려줘","[만세보령아카데미 주소]
주소 : 33483 충남 보령시 성주산로 101 보령문화예술회관 대공연장
전화 : 보령시 교육체육과 평생교육팀(041-930-3315)

[셔틀버스 시간표]
<IMAGE>
셔틀버스 시간표
https://chatbot1.blob.core.windows.net/%24web/299.png",,
교육/취업,평생학습센터,학습프로그램,평생학습관 교육정보_일반,보령시평생학습관이 뭐에요?,보령시평생학습관 설명해줘,"원하는 학습을 배우고 즐김으로써 시민이 행복한 학습도시 보령

보령시평생학습관은 시민 누구나, 언제나, 어디서나 원하는 학습을 배우고 즐김으로써 삶의 가치가 한층 드높아 가는 평생학습도시 보령이 될 수 있도록 평생교육 정보를 통합 제공하고 자체 프로그램을 확대하고자,2016년 7월 1일 개관하게 되었습니다.

학습관은 대지 248㎡에 지상2층 364㎡로 2003년 경량철골조로 지어진 근린생활시설을 교육시설로 변경, 1층은 사무실과 강의실2, 화장실, 2층은 강의실2, 자료실, 연구실 등과 교육기자재를 갖추었습니다.

앞으로 보령시평생학습관은 연령제한이 없는 평생교육, 누구나 함께하는 열린교육,지역사회 발전에 기여하는 맞춤교육, 미래지향적이고 창의적인 교육의 장으로, 쉽게 접근하실 수 있는 교류 공간으로 운영하고자 합니다.

시민 여러분께서는 평생학습관의 다양한 정보와 교육을 활용하시어 개인의 잠재력을 키우고 사회 참여의 기회를 확대해 나가시기 바랍니다.",,
교육/취업,평생학습센터,학습프로그램,평생학습관 교육정보_찾아오시는길,보령시평생학습관 위치 알려주세요,"보령시평생학습관 주소 알려줘
보령시평생학습관 가는길 알려줘","[평생학습관 주소 및 연락처]
주소 : 33462 충남 보령시 목장길 66 보령시 평생학습관
전화 : 보령시 평생학습관(041-930-0938)",,
교육/취업,평생학습센터,학습프로그램,평생학습관 교육정보_교육신청방법,보령시평생학습관 교육신청방법 알려주세요,"보령시평생학습관 교육접수 하고싶어요
보령시평생학습관 인터넷접수 하고싶어요
보령시평생학습관 전화접수 가능해요?
보령시평생학습관 방문접수 문의 번호 알려주세요","[유의사항]
-보령시 평생학습관은 전화·방문신청과 인터넷 접수로 선착순 접수합니다.
-홈페이지에서 교육 이수증을 출력하기 위해서는 실명인증 또는 공공 i-Pin 인증이 필요합니다.
※ 전화·방문신청 수강생은 홈페이지에서 이수증을 출력하실 수 없습니다.
-신청취소는 교육시작 전까지 가능하며, 교육이 시작되면 취소하실 수 없습니다.

[전화/방문접수]
<IMAGE>
전화/방문접수 방법
https://chatbot1.blob.core.windows.net/%24web/289_1.png

[인터넷 접수]
<IMAGE>
인터넷 접수 방법
https://www.brcn.go.kr/images/specific/study/sub3/requ_img01_modify.gif
<LINK>
교육신청 바로가기
https://www.brcn.go.kr/study/edu/city/sub03_03_01/list.do
인터넷 접수를 바로 할 수 있습니다.

[인터넷 접수 진행상태 안내]
<IMAGE>
인터넷 접수 진행상테
https://www.brcn.go.kr/images/specific/study/sub3/requ_img02.gif

<IMAGE>
인터넷 접수 단계 안내
https://chatbot1.blob.core.windows.net/%24web/289_2.png",,
교육/취업,평생학습센터,학습프로그램,평생학습관 교육정보_강의안내/신청,보령시평생학습관 강좌안내 해주세요,보령시평생학습관 강의 어떤게 있어요?,"[보령시 평생학습관 강의]
다음 URL에서 강의를 확인할 수 있습니다.
<LINK>
보령시 평생학습관 강의
https://www.brcn.go.kr/life/edu/comp/sub02_02_04/list.do
강의를 확인할 수 있습니다.",,
교육/취업,평생학습센터,학습프로그램,평생학습관 교육정보_교육확인/취소,교육신청 확인/취소는 어디서 확인하나요?,교육신청 확인/취소 하고싶은데요,"[교육 확인/신청]
아래 URL에서 본인인증 후 확인 가능합니다.
<LINK>
교육 확인/ 신청
https://www.brcn.go.kr/life/sitemap_12.do?siteCode=life&mno=sub02_02_05본인인증 후 확인할 수 있습니다.",,
교육/취업,평생학습센터,학습프로그램,성인문해교실_소개,성인문해교실이 뭐에요,성인문해교실 설명해주세요,"[성인문해교실]
농어촌 지역 등 교육 소외지역의 비문해자를 대상으로 마을회관 또는 경로당 등 다수의 비문해자가 모이는 장소를 활용하여 실시하는 교육입니다.
학령기 동안 빈곤, 건강, 성차별 등의 문제로 인해 기초교육을 받을 기회를 놓친 비문해 성인을 대상으로 최소한의 국민 기초 교육을 받을 수 있는 기회를 제공하기 위함 입니다.

[운영 목적]
성인문해교육에 대한 제도적 지원으로 비문해자의 기초 학습권 보장
비문해자의 기초적인 의사소통능력 향상으로 삶의 활력 제공
1마을 1학습 체제 구축으로 지역 경쟁력 향상 및 평생학습 분위기 확산
공공시설물의 효율적인 활용과 마을회관 이미지 제고

시
배움교실 신청마을 현지조사
문해강사 양성 및 교실 배치
교구배치 및 관리
배움교실 운영

읍ㆍ면
배움교실 운영 홍보
배움교실 운영 신청서 취합, 시에 제출

마을
비문해자 조사
배움교실 운영 신청
배움교실 운영 협조
",,
