대분류,중분류_1,중분류_2,소분류_1,소분류_2,대표질문,유사표현,답변,답변 출처 (URL),
,,,,찾아오시는길,보령시시설관리공단 찾아가는 길 알려주세요,"보령시시설관리공단 주소 알려주세요
보령시시설관리공단 교통편알려주세요","[주소]
충남 보령시 대천방조제로 322

[문의상담]
041-931-1422(일반), 041-930-0950(행정)

[교통편안내]
승용차
서울->서해안고속도로->대천IC
대전->공주->청양->보령
대전->논산->부여->보령

버스
서울->보령(2시간소요)
대전서부터미널->보령터미널(1시간소요)
천안터미널->보령터미널(2시간소요)
군산터미널->보령터미널(1시간소요)",,
,부동산/주택,원터치부동산정보열람시스템,원터치부동산정보열람시스템,원터치부동산정보열람시스템은,원터치부동산열람시스템이란 무엇인가요?,원터치부동산열람시스템이 뭔지 알려주세요\,"[원터치부동산정보열람시스템]
부동산 정보열람을 위해 시청까지 방문해야 하는 주민들의 불편을 덜기 위해 구축된 것으로, 최신 항공사진을 기반으로 지적(임야)도, 토지대장정보, 토지이용계획, 도로명주소 등 각종 부동산정보를 대형화면을 통해 터치스크린 방식으로 정보를 열람할 수 있습니다.",,
,,,,원터치부동산열람시스템 운영 정보,원터치부동산열람시스템 운영정보 알려주세요,원터치부동산열람시스템 운영정보 알려주세요,"[원터치부동산열람시스템 운영 정보]
<IMAGE>
원터치부동산열람시스템 운영 정보
https://chatbot1.blob.core.windows.net/%24web/281.png",,
,,,,원터치부동산열람시스템 설치장소,원터치부동산열람시스템 설치장소 알려주세요,원터치부동산열람시스템 설치장소 어디인가요,"[원터치부동산열람시스템 설치장소]
<IMAGE>
원터치부동산열람시스템 설치장소
https://chatbot1.blob.core.windows.net/%24web/282.png",,
,,찾아가는무료건축상담실,소통마당,찾아가는 무료 건축 상담실이란?,찾아가는 무료 건축 상담실에 대해 설명해주세요,찾아가는 건축 무료상담실 세부추진내용 알려주세요,"[찾아가는 무료 건축상담실]
건축 민원이 상대적으로 높은 비용과 전문 지식을 요구하는데 비해 경제적·시간적인 이유로 설계사무소 방문 등을 주저하는 시민들에게 보다 다양한 건축행정 서비스를 무료로 제공하기 위해 마련
특히, 지역 건축사들에게는 재능기부를 통한 사회 공헌의 기회를 제공하고, 시민들에게는 상대적으로 생소하고 해결 방법이 쉽지 않은 건축 민원을 해당 읍·면·동에서 편안히 무료 상담 받을 수 있어 상호간의 만족도 및 호응도가 높음

[2019년도 추진 실적]
운영횟수 및 상담 건수 : 총 38회 / 90건

[2020년 세부 추진 내용]
-일 시 : 2020년 3월 5일부터 매주 목요일 14시 ~ 17시(3시간)
-장 소 : 해당 읍·면·동 행정복지센터 내 상담실
-대상 : 16개 읍·면·동
-상담사 : 관내 등록된 건축사 22명의 재능기부로 진행

-상담내용
주택 설계 및 인·허가 등 건축행정 절차에 관한 사항
무허가 축사 양성화 및 건축물대장 등재 신청 사항
농촌주택개량사업 및 노후주택 증·개축 관련 등

-건축무료 상담실 Q&A 코너 운영
자주하는 상담사례등을 소개해 상담 정보를 공유토록 하여 주민들에게 다양하고 질높은 서비스를 제공",,
,,,,찾아가는 건축 무료상담실 운영 세부 일정,찾아가는 건축 무료상담실 운영 세부 일정 알려주세요,찾아가는 건축 무료상담실 운영 세부 일정이 어떻게되나요?,"[2021년 상반기 건축 무료상담실 일정표]
<IMAGE>
2021년 상반기 건축 무료상담실 일정표
https://chatbot1.blob.core.windows.net/%24web/284_1.png

[2021년 하반기 건축 무료상담실 일정표]
<IMAGE>
2021년 하반기 건축 무료상담실 일정표
https://chatbot1.blob.core.windows.net/%24web/284_2.png",,
,교육/취업,보령시 정보화교육, 정보화교육안내,정보화교육이란,정보화교육이 뭔가요?,"정보화교육에 대해서 설명해줘
정보화교육 교육과정에 대해 알려줘","[정보화교육]
정보화 사회에 맞추어 보령시민을 위한 기초부터 활용까지 정보화 교육을 실시하고 있습니다. 정보격차를 해소하고 급변하는 정보화 사회에 능동적으로 대처하기 위한 기회를 제공하기 위해 노력하겠습니다. 많은 참여 바랍니다.

[추진배경]
정보화촉진기본법 제35조에 의거 지역간, 계층간 정보격차를 해소하고 전 시민의 인터넷 생활화를 위하여 주부, 어르신, 장애인 등 정보소외계층에 대한 정보화 교육이 필요함에 따라 보령시민의 정보화 수준 향상 및 정보화 시대의 소양을 갖춘 문화시민 양성

[운영방향]
교육수요자의 정보화 수준에 맞는 다양한 교육과정 편성.운영으로 정보화 소외계층 중점교육을 통해 실생활에 도움이 되는 인터넷 교육을 중점적으로 실시
교육 수료자의 교육에 대한 지속적 수요충족을 위한 다양한 강좌 개설
교육과정 종료 후 설문조사를 통한 시민의견 반영
많은 시민이 참여할 수 있도록 신규교육 신청자에게 우선 교육 기회 제공

[대상]
보령시민

[교육과정]
시청정보화교육 : 컴퓨터 기초, 엑셀 기초, 컴퓨터 활용, 인터넷 활용 등 정보화교육
종합사회복지관 : 컴퓨터, 단전호흡, 건강체조, 스포츠댄스, 요가, 한글 등
농업기술센터 : 인터넷 기초, 스마트폰 기초, 문서작성 & 엑셀 등 정보화 교육",,
,,,교육시설정보,시청 정보화교육,시청 정보화 이용안내 해주세요,"시청 정보화교육 받고싶어요
","[교육장소]
보령시청 정보화교육장(문화예술회관 1층)

[교육시간]
10시~12시/13시~15시/16시~18시

[문의전화]
보령시청 홍보미디어실 041-930-3181 ",,
,,,,종합사회복지관,종합사회복지관 이용안내 해주세요,종합사회복지관 교육 받고싶어요,"[교육장소]
복지관 강의실

[교육시간]
10시~12시, 13시~15시, 15시~17시, 19시~21시

[문의전화]
종합복지관팀 041-930-3393",,
,,,,농업기술센터,농업기술센터 이용안내 해주세요,농업기술센터 교육받고 싶어요,"[교육장소]
농업기술센터 정보화교육장(2층)

[교육시간]
오후2시~6시 (교육과정 및 교육시간을 확인하세요)

[문의전화]
보령시 농업기술센터 농업지원과 041-930-7682",,
,,,교육과정,신청방법,정보화교육 신청방법 알려주세요,"정보화교육 신청하고 싶어요
정보화교육 신청 유의사항 알려줘
정보화교육 신청절차 알려줘
정보화교육 인터넷으로 신청하고 싶어요
","[유의사항]
-보령시 정보화교육은 전화·방문신청과 인터넷 접수로 선착순 접수합니다.
-홈페이지에서 교육 이수증을 출력하기 위해서는 실명인증 또는 공공 i-Pin 인증이 필요합니다.
※ 전화·방문신청 수강생은 홈페이지에서 이수증을 출력하실 수 없습니다.
-신청취소는 교육시작 전까지 가능하며, 교육이 시작되면 취소하실 수 없습니다.

[전화/방문접수]
<IMAGE>
전화/방문접수 방법
https://chatbot1.blob.core.windows.net/%24web/289_1.png

[인터넷 접수]
<IMAGE>
인터넷 접수 방법
https://www.brcn.go.kr/images/specific/study/sub3/requ_img01_modify.gif
<LINK>
교육신청 바로가기
https://www.brcn.go.kr/study/edu/city/sub03_03_01/list.do
인터넷 접수를 바로 할 수 있습니다.

[인터넷 접수 진행상태 안내]
<IMAGE>
인터넷 접수 진행상테
https://www.brcn.go.kr/images/specific/study/sub3/requ_img02.gif

<IMAGE>
인터넷 접수 단계 안내
https://chatbot1.blob.core.windows.net/%24web/289_2.png",,
,,,,교육일정_시청정보화교육,시청 정보화 교육 일정 알려주세요,"시청정보화교육 일정 알려줘
시청정보화교육 장소는 어디야?
시청정보화교육 시간은 언제야
","[시청 정보화 교육]
보령시에서는 지역주민에게 정보화교육을 수강할 수 있는 기회를 제공하여
정보화마인드 확산을 위해 무료정보화 교육을 연중 실시하고 있으니 시민 여러분의 많은 참여바랍니다.

[접수방법]
각 과정별 교육개시 전 선착순 전화 접수, 인터넷접수

[교육장소]
시 정보화교육장(문화예술회관 1층)

[교육강사]
컴퓨터 전문강사

[교육시간]
10시~12시, 13시~15시, 16시~18시

[교육비용 및 교재]
무료

[수강 내용]
3년간 보관

[문의전화]
보령시청 홍보미디어실 041-930-3181

2021년 정보화교육 일정은 아래 URL에서 확인할 수 있습니다.
<LINK>
정보화교육 일정
https://www.brcn.go.kr/study/sub03_02_01.do
정보화 교육 일정을 확인할 수 있습니다.",,
,,,,교육일정_종합사회복지관,종합사회복지관 교육일정 알려주세요,"종합사회복지관 교육장소 알려줘
종합사회복지관 교육시간 알려줘
종합사회복지관 문의전화 알려주세요
","[종합사회복지관 교육]
보령시 종합사회복지관에서는 지역주민의문화교육 및 여가생활을 위해
우수한 강사진과 다양한 프로그램을 진행하고 있으니 시민 여러분의 많은 참여바랍니다.

접수방법 : 방문접수
교육장소 : 복지관 강의실
교육비용 : 월 1만원
(무료 대상자: 만65세 이상 어르신, 만18세 이하 청소년, 다자녀 가정의 부모 및 자녀)
수강 내용은 3년간 보관됩니다.
문의전화 : 종합복지관팀(041-930-3393)

종합사회복지관 교육 일정은 아래 URL에서 확인할 수 있습니다.
<LINK>
종합사회복지관 교육
https://www.brcn.go.kr/study/sub03_02_02.do
종합사회복지관 교육 일정을 확인할 수 있습니다.",,
,,,,교육일정_농업기술센터,농업기술센터 교육일정 알려주세요,"농업기술센터 교육장소 알려줘
농업기술센터 교육시간 알려줘
농업기술센터 문의전화 알려줘","[농업기술센터 교육]
보령시 농업기술센터에서는 농업인의 컴퓨터 운용능력 향상으로 첨단농업 시대에 대비한 도농간 정보격차 해소를 위한 컴퓨터 교육을 실시하고 있으니 많은 참여바랍니다.

교육기간 : 2021. 2. 16. ~ 2021. 3. 19. / 3과정 (기간 중 20회)
교육장소 : 농업기술센터 정보화교육장(2층)
교육인원 : 45명(과정별15명)
신청방법 : 방문, 전화, 팩스 / 선착순
문의전화 : 귀농지원팀 041-930-7682 / 팩스 041-934-7353
수강 내용은 3년간 보관됩니다.",,
,,,교육신청,교육신청_시청정보화교육,시청정보화교육 교육신청 하고싶어요,시청정보화교육 신청은 어떻게 하나요? ,"[시청 정보화 교육]
코로나19 사회적거리두기 격상시 중도 폐강될 수도 있으며, 컴퓨터기초를 제외한 교육은 비대면(화상)교육으로 전환됩니다.
동일기간 1인 1과정만 가능(2과정 신청시 수강생 명단에서 제외)
결원시 예비신청자 순으로 연락하여 충원
교육시작전 전화 또는 문자 미연결시 다음 신청자에게 연락

2021년 정보화교육은 아래 URL에서 확인할 수 있습니다.
<LINK>
정보화교육
https://www.brcn.go.kr/study/edu/city/sub03_03_01/list.do
정보화 교육을 확인할 수 있습니다.",,
,,,,교육신청_종합사회복지관,종합사회복지관 교육신청 하고싶어요,종합사회복지관 교육 신청은 어떻게 하나요? ,종합사회복지관의 교육과정은 방문접수 받습니다.,,
,,,,교육신청_농업기술센터,농업기술센터 교육신청 하고싶어요,농업기술센터 교육신청은 어떻게하나요?,농업기술센터 교육과정은 방문접수 받습니다.,,
,,,교육확인/취소,교육확인/취소,교육신청 확인/취소는 어디서 확인하나요?,교육신청 확인/취소 하고싶은데요,"[교육 확인/신청]
아래 URL에서 본인인증 후 확인 가능합니다.
<LINK>
교육 확인/ 신청
https://www.brcn.go.kr/study/sitemap_12.do
본인인증 후 확인할 수 있습니다.",,
,,평생학습센터,학습프로그램,만세보령아카데미_일반(운영안내),만세보령아카데미 운영안내 해주세요,"만세보령아카데미 언제 운영해요
만세보령아카데미 참가비 얼마에요
만세보령아카데미 장소는 어디에요","[21세기 정보화 시대 부응하는 만세보령 아카데미]
 만세보령 아카데미는 21세기 정보화 시대 부응, 보령시민 및 공직자에게 새로운 지식과 정보를 제공하여 창의, 실용, 변화에 적극 대응을 목표로 사회 각 분야 전문가를 초청하여 다양한 프로그램을 바탕으로 2006년 9월 18일부터 보령문화예술회관에서 개설 · 운영하여 오고 있습니다.

[국내외 저명인사들의 강의]
매스컴을 통해서만 접할 수 있었던 국내외 저명인사들의 강의를 직접 수강하기 위해서 많은 시민들이 참여하고 있으며, 전국 최고의 지방자치단체 건설을 위한 배움의 터전으로 활용하고 있습니다.

[매월 둘째주 목요일은 만세보령 아카데미와 즐겁게 학습하는 날]
매월 둘째 주 목요일로 지정 운영하여 시민 참여의 안정성 부여 및 전국 최고의 유명 강사진 초청으로 지식 · 정보 확산에 기여하였습니다.
이제 보령시 전시민이 『  만세보령 아카데미 』 를 쉽게 찾아올 수 있으며 누구나 참여하고 싶어하는 강좌로 발전하였으며, 횟수가 거듭됨에 따라 그 인지도가 상승되어 자진 참여는 물론 강의 주제의 다양성으로 관심이 날로 증가하고 있습니다.

[만세보령 아카데미 운영 안내]
일시 : 3월 ~ 11월, 둘째주 목요일 16:00
강사 : 정치, 경제, 사회, 학계 등 저명인사
장소 : 보령문화예술회관 대공연장
대상 : 시민, 기관 · 단체 임직원, 공무원 등
참가비 : 무료 (선착순 입장)",,
